NAME,LOCALITY,GDA_LAT,GDA_LONG
GNARALOO,Homestead,-23.82168,113.52629
GNARGOO RANGE,Place Name,-23.66336,113.94887
GNARMING,Place Name,-32.60782,118.21417
GNARRALOO BAY,Bay / Inlet / Cove,-23.76134,113.55214
GNAWEEDA,Place Name,-26.58229,118.72937
GNEEDINGARRA,Place Name,-24.82022,113.79736
GNIANUP JUNCTION,Place Name,-33.83317,118.84787
GNOOLLOO HILL,Mountain / Peak / Hill,-27.40515,117.32559
GNOOLOWA HILL,Mountain / Peak / Hill,-28.94119,115.48533
GNOONOO HILL,Mountain / Peak / Hill,-27.93258,116.21129
GNOWANGERUP,Populated Place,-33.93698,118.00904
GNOWATHARRA HILLS,Place Name,-27.48792,116.59744
GNOWELLEN,Place Name,-34.44525,118.47744
GNOWERGERUP,Place Name,-33.90929,116.39956
GNOWS NEST HILL,Mountain / Peak / Hill,-28.60555,114.76879
GNUCA,Place Name,-31.10978,117.41862
GNUMBANNA HILL,Mountain / Peak / Hill,-27.59291,116.4814
GNUNGUN,Place Name,-24.62357,115.86187
GNYLMARUNG,Place Name,-16.87983,122.55311
GOAT PADDOCK,Place Name,-18.32371,126.67459
GOBBELMUP HILL,Mountain / Peak / Hill,-32.56813,115.99571
GODDARBIE HILL,Mountain / Peak / Hill,-30.97685,121.77931
GODDARD,Place Name,-31.07353,117.09644
GODFREY RANGE,Place Name,-23.98921,117.0426
GOGO,Homestead,-18.29227,125.58347
GOLD HOLES,Place Name,-34.43498,118.07324
GOLDEN BAY-SINGLETON,Populated Place,-32.43312,115.75162
GOLDEN GATE,Place Name,-30.77194,121.49709
GOLDEN GROVE,Homestead,-33.21231,117.04733
GOLDEN HILL,Place Name,-34.91501,117.31213
GOLDEN POINT,Mountain / Peak / Hill,-25.81585,126.7607
GOLDEN RIDGE,Place Name,-30.84867,121.65841
GOLDFIELD HILL,Mountain / Peak / Hill,-31.55285,116.72262
GOLDNEY HILL,Mountain / Peak / Hill,-33.42694,117.4258
GOLDSWORTHY,Place Name,-20.33819,119.51707
GOLDSWORTHY SIDING,Place Name,-20.34492,119.54247
GOOCH RANGE,Mountain / Peak / Hill,-23.75703,114.79623
GOODA GOODA,Place Name,-25.97667,115.92335
GOODENOUGH BAY,Bay / Inlet / Cove,-16.76254,123.11866
GOODIA,Place Name,-32.37221,121.69013
GOODIADARRIE HILLS,Place Name,-22.30986,118.99221
GOODINGNOW,Homestead,-29.37767,117.69506
GOODWIN BAY,Bay / Inlet / Cove,-32.24456,115.68409
GOODWOOD,Place Name,-33.65433,115.73401
GOOGLEGONG,Homestead,-34.54441,118.30223
GOOLARABOOLOO OUTSTATION,Homestead,-17.83704,122.21807
GOOLIME,Place Name,-15.63884,128.08029
GOOLTHAN GOOLTHAN HILL,Mountain / Peak / Hill,-28.11759,116.73421
GOOMALLING,Populated Place,-31.30156,116.82527
GOOMARIN,Place Name,-31.2444,118.43475
GOONAC,Place Name,-33.68015,116.17689
GOONAC SIDING,Place Name,-33.62897,116.19219
GOONAHMOUDEY HILL,Mountain / Peak / Hill,-28.2796,117.70727
GOONGARRIE,Place Name,-30.04344,121.16103
GOONGARRIE,Homestead,-29.98788,121.04579
GOONGARRIE HILL,Mountain / Peak / Hill,-30.0164,121.14787
GOONINONG,Place Name,-31.19625,116.07646
GOORAGOOGGINE,Place Name,-30.62476,122.32879
GOORAN GOORAN HILL,Mountain / Peak / Hill,-25.95929,122.95325
GOORDA TOWER,Mountain / Peak / Hill,-18.75481,123.46063
GOOSE CHANNEL,Place Name,-16.16681,123.54321
GOOSE HILL,Homestead,-15.57095,128.32891
GOOSE ISLAND BAY,Bay / Inlet / Cove,-34.08512,123.20334
GOOSEBERRY HILL,Place Name,-31.97358,116.05756
GORA HILL,Mountain / Peak / Hill,-33.54792,123.36197
GORDON,Place Name,-30.45253,121.58735
GORDON DOWNS,Place Name,-18.75114,128.58533
GORDON HILL,Mountain / Peak / Hill,-16.87176,128.09246
GORDON HILLS,Place Name,-23.29273,128.6335
GORDON HILLS,Mountain / Peak / Hill,-20.54935,128.035
GORDON POINT,Cape / Headland / Point,-20.48577,116.56608
GORDONS GORGE,Gorge,-16.76381,127.86847
GORGE JUNCTION,Place Name,-24.08843,118.05647
GORGE OF TARNS,Gorge,-24.78527,127.81882
GORGE RANGE,Place Name,-20.91644,119.62155
GORGE ROCK,Place Name,-32.45413,117.99877
GOSNELLS,Place Name,-32.07141,116.00402
GOSS PASSAGE,Place Name,-28.479,113.77885
GOSSAN HILL,Mountain / Peak / Hill,-21.05022,121.03217
GOSSES TREE,Place Name,-26.39042,128.44231
GOULET BLUFF,Cape / Headland / Point,-26.21597,113.68938
GOURDON BAY,Bay / Inlet / Cove,-18.45166,121.87648
GOVERNOR ISLANDS,Place Name,-13.93725,126.70256
GRABALL,Place Name,-32.03359,118.58577
GRABOWSKY RANGE,Place Name,-20.43152,123.04727
GRACEFIELD,Homestead,-34.09522,117.34289
GRACES KNOB,Mountain / Peak / Hill,-16.81007,125.71248
GRACES POINT,Mountain / Peak / Hill,-16.25275,125.55444
GRACETOWN,Place Name,-33.86677,114.98663
GRAHAM OUTCAMP,Place Name,-24.72382,114.33235
GRAND JUNCTION,Place Name,-24.15408,118.69147
GRANITE HILL,Mountain / Peak / Hill,-30.17367,117.51618
GRANITE HILL,Mountain / Peak / Hill,-30.02744,117.99077
GRANITE HILL,Mountain / Peak / Hill,-34.70844,118.07539
GRANITE HILL,Mountain / Peak / Hill,-29.32278,115.59972
GRANITE HILL,Mountain / Peak / Hill,-17.84494,125.92565
GRANITE HILL,Mountain / Peak / Hill,-31.06421,120.31496
GRANITE HILL,Mountain / Peak / Hill,-29.38814,123.23219
GRANITE HILL,Mountain / Peak / Hill,-31.74979,116.65077
GRANITE PEAK,Mountain / Peak / Hill,-34.72137,116.70629
GRANITE PEAK,Homestead,-25.63675,121.35432
GRANITE ROCKS,Place Name,-33.40242,117.48305
GRANT DUFF RANGE,Place Name,-27.28714,121.80974
GRANT PEAK,Mountain / Peak / Hill,-17.79528,128.01006
GRANT RANGE,Place Name,-18.0139,124.08511
GRANT RANGE,Place Name,-17.98739,124.02989
GRANT STREET,Place Name,-31.98612,115.76516
GRANTS,Place Name,-28.75714,114.8043
GRASMERE,Place Name,-35.00532,117.75423
GRASMERE HILL,Mountain / Peak / Hill,-35.03869,117.74618
GRASS PATCH,Place Name,-33.22838,121.71568
GRASS VALLEY,Place Name,-31.64179,116.79572
GRASS VALLEY HILL,Mountain / Peak / Hill,-31.61088,116.81908
GREAT ANTRIM PLATEAU,Place Name,-18.21598,128.86163
GREAT AUSTRALIAN BIGHT,Bay / Inlet / Cove,-32.30859,127.07393
GREAT SANDY DESERT,Place Name,-22.21833,127.7693
GREAT SANDY DESERT,Place Name,-22.143,127.01418
GREAT SANDY DESERT,Place Name,-21.52571,127.90682
GREAT SANDY DESERT,Place Name,-21.4517,126.75158
GREAT SANDY DESERT,Place Name,-23.14523,123.91848
GREAT SANDY DESERT,Place Name,-22.02324,125.01973
GREAT SANDY DESERT,Place Name,-22.50822,123.80517
GREAT SANDY DESERT,Place Name,-22.349,122.6652
GREAT SANDY DESERT,Place Name,-21.41836,125.34378
GREAT SANDY DESERT,Place Name,-21.47911,123.75777
GREAT SANDY DESERT,Place Name,-21.50821,122.25118
GREAT SANDY DESERT,Place Name,-21.377,121.38208
GREAT SANDY DESERT,Place Name,-20.52567,125.2585
GREAT SANDY DESERT,Place Name,-20.5384,123.69863
GREAT SANDY DESERT,Place Name,-20.53593,121.89491
GREAT SANDY DESERT,Place Name,-20.40925,121.20397
GREAT SANDY DESERT,Place Name,-20.24211,119.76163
GREAT SANDY DESERT,Place Name,-19.51269,125.21157
GREAT SANDY DESERT,Place Name,-20.76145,127.82634
GREAT SANDY DESERT,Place Name,-20.52477,126.72938
GREAT SANDY DESERT,Place Name,-19.3612,127.60733
GREAT SANDY DESERT,Place Name,-19.62257,126.57253
GREAT SANDY DESERT,Place Name,-19.40566,123.86007
GREAT SANDY DESERT,Place Name,-19.26199,122.22835
GREAT SANDY DESERT,Place Name,-19.82474,121.45478
GREAT SANDY DESERT,Place Name,-18.93129,124.62034
GREAT SANDY DESERT,Place Name,-18.9203,123.80985
GREAT SANDY DESERT,Place Name,-18.93083,122.76657
GREAT VICTORIA DESERT,Place Name,-29.24999,128.46169
GREAT VICTORIA DESERT,Place Name,-28.45936,128.23661
GREAT VICTORIA DESERT,Place Name,-28.44885,126.78522
GREAT VICTORIA DESERT,Place Name,-30.19708,124.97028
GREAT VICTORIA DESERT,Place Name,-30.40543,124.18026
GREAT VICTORIA DESERT,Place Name,-29.4331,124.80013
GREAT VICTORIA DESERT,Place Name,-29.60717,123.75394
GREAT VICTORIA DESERT,Place Name,-28.5115,125.26812
GREAT VICTORIA DESERT,Place Name,-28.52938,123.76325
GREAT VICTORIA DESERT,Place Name,-27.58533,128.23657
GREAT VICTORIA DESERT,Place Name,-27.48096,126.83206
GREAT VICTORIA DESERT,Place Name,-26.77392,128.25212
GREAT VICTORIA DESERT,Place Name,-26.78134,127.11286
GREAT VICTORIA DESERT,Place Name,-27.54857,125.15758
GREAT VICTORIA DESERT,Place Name,-27.51218,123.66031
GREAT VICTORIA DESERT,Place Name,-27.56344,122.89063
GREAT VICTORIA DESERT,Place Name,-26.74076,124.94348
GREAT VICTORIA DESERT,Place Name,-26.5204,123.72009
GREAT VICTORIA DESERT,Place Name,-26.87905,122.95741
GREAT VICTORIA DESERT,Place Name,-25.92139,124.06583
GREAVES HILL,Mountain / Peak / Hill,-34.28752,118.46268
GREEN HEAD,Cape / Headland / Point,-30.07116,114.96335
GREEN HEAD,Populated Place,-30.0677,114.96798
GREEN HILL,Mountain / Peak / Hill,-31.01272,116.19827
GREEN TURTLE FLAT,Place Name,-25.77999,113.87863
GREEN VALLEY,Place Name,-34.89504,117.78158
GREENBUSHES,Populated Place,-33.84965,116.05819
GREENFIELDS,Place Name,-32.52434,115.77318
GREENHILLS,Homestead,-33.78321,117.58313
GREENHILLS,Place Name,-31.92174,116.96116
GREENMOUNT,Place Name,-31.91018,116.05288
GREENOUGH HAMLET,Place Name,-28.94353,114.74554
GREENOUGH POINT,Cape / Headland / Point,-25.00288,113.66509
GREENOUGH-ON-SEA,Place Name,-28.86252,114.63958
GREENSTONE HILL,Mountain / Peak / Hill,-27.10284,120.98082
GREENVALE,Homestead,-34.45388,117.44272
GREENWOOD,Homestead,-26.36468,118.73311
GREGORIES,Place Name,-25.56064,113.47197
GREGORY,Place Name,-28.19019,114.24871
GREGORY GORGE,Gorge,-21.55678,116.88569
GREGORY RANGE,Place Name,-21.30579,121.1735
GREGORYS GAP,Pass,-23.94619,116.90316
GREY,Place Name,-30.66445,115.13512
GREY POINT,Cape / Headland / Point,-25.11513,113.72523
GREYCOTES FARM,Homestead,-34.94823,117.54776
GREYER CAIRN,Mountain / Peak / Hill,-21.76287,119.79306
GRIMWADE,Place Name,-33.70214,116.05264
GRIMWOOD GAP,Pass,-16.13516,127.59871
GRITS PEAK,Mountain / Peak / Hill,-16.1504,128.73151
GROPER BLUFF,Cape / Headland / Point,-34.50188,118.91524
GROVE HILL,Mountain / Peak / Hill,-35.09859,117.86308
GUDA PLAIN,Place Name,-20.14466,127.27669
GUDARRA,Place Name,-30.48257,121.34681
GUDDO MARDDAH,Place Name,-27.98847,119.30204
GUDUM BUNJ,Place Name,-16.49562,122.96576
GUICHENAULT POINT,Cape / Headland / Point,-25.62021,113.57813
GUILDERTON,Place Name,-31.34538,115.50096
GUILDFORD,Place Name,-31.89796,115.96619
GULSON DOWNS,Homestead,-32.76088,119.4041
GULUMONON,Place Name,-16.46115,122.90427
GUM TREE BAY,Place Name,-29.78672,114.96306
GUMBARNUN,Place Name,-16.42249,123.03129
GUMBO POINT,Mountain / Peak / Hill,-20.11889,127.86131
GUMBULGERA HILL,Mountain / Peak / Hill,-30.69967,121.84723
GUNAGUDA HILL,Mountain / Peak / Hill,-28.21995,116.49237
GUNDARING,Place Name,-33.28564,117.46828
GUNDARUP,Place Name,-33.82294,115.8106
GUNDOCKERTA HILL,Mountain / Peak / Hill,-30.76584,122.13201
GUNERING ROCK,Place Name,-32.72687,117.62182
GUNGARUNGAL HILL,Mountain / Peak / Hill,-25.26324,127.33697
GUNGUP,Place Name,-33.61301,115.81531
GUNIBUY,Place Name,-19.36304,128.68992
GUNNA DO,Homestead,-33.84564,119.20314
GUNNADORRAH,Homestead,-30.98492,125.86144
GUNWARRIE,Homestead,-34.31102,117.21837
GUNYIDI,Place Name,-30.14892,116.08373
GUNYULGUP,Place Name,-33.67129,115.03177
GUPPY HILLS,Place Name,-18.27884,126.14429
GURRBALGUN,Place Name,-16.73212,122.78765
GUTHA,Place Name,-28.98941,115.9439
GUY POINT,Cape / Headland / Point,-14.07609,126.51695
GWALIA,Place Name,-28.91515,121.32844
GWAMBYGINE,Place Name,-31.97521,116.80497
GWAMBYGINE HILL,Mountain / Peak / Hill,-31.96484,116.77129
GWINDINUP,Place Name,-33.50737,115.74539
H.M.A.S. STIRLING NAVAL BASE,Place Name,-32.22457,115.68591
H.T. GRANITES,Mountain / Peak / Hill,-27.71199,123.08505
HACKETTS GULLY,Place Name,-31.97477,116.14168
HADLEY PASSAGE,Place Name,-16.39523,123.1344
HAIG,Place Name,-31.00341,126.08988
HAIG CAVE,Place Name,-30.78408,126.36284
HAKEA,Place Name,-32.92615,116.30632
HALF MILE HILL,Mountain / Peak / Hill,-31.69316,116.68341
HALF TRIG HILL,Mountain / Peak / Hill,-25.51079,121.12114
HALFWAY BAY,Bay / Inlet / Cove,-15.32027,124.82418
HALFWAY HILL,Mountain / Peak / Hill,-30.4729,121.68655
HALL POINT,Cape / Headland / Point,-15.67198,124.37061
HALL RANGE,Place Name,-19.27289,125.38946
HALLCOMES PEAK,Mountain / Peak / Hill,-21.88804,120.64537
HALLOWELL,Place Name,-34.98642,117.28309
HALLS CREEK,Populated Place,-18.22485,127.66647
HALLS HEAD,Place Name,-32.52694,115.70206
HALLS ROCK,Place Name,-34.70532,117.94556
HAMEL,Place Name,-32.86793,115.92609
HAMELIN,Homestead,-26.42466,114.19162
HAMELIN BAY,Bay / Inlet / Cove,-34.1985,115.01834
HAMELIN OUTCAMP,Place Name,-26.47763,114.49948
HAMELIN POOL,Bay / Inlet / Cove,-26.12052,114.0004
HAMELIN POOL,Place Name,-26.40097,114.1656
HAMELIN POOL TELEGRAPH STATION MUSEUM,Place Name,-26.39995,114.16501
HAMERSLEY,Place Name,-22.21275,117.69012
HAMERSLEY,Homestead,-22.27661,117.67857
HAMERSLEY,Place Name,-31.77249,116.71284
HAMERSLEY CHANNEL,Place Name,-20.60994,116.70789
HAMERSLEY GORGE,Gorge,-22.24605,118.00188
HAMERSLEY HILL,Mountain / Peak / Hill,-30.98489,118.05138
HAMERSLEY RANGE,Place Name,-23.10259,119.27754
HAMERSLEY RANGE,Place Name,-22.52487,118.92754
HAMERSLEY RANGE,Place Name,-22.58263,117.63019
HAMERSLEY RANGE,Place Name,-22.16137,116.6953
HAMERSLEY RANGE,Place Name,-21.87478,117.11725
HAMERSLEY RANGE,Mountain / Peak / Hill,-21.87288,116.79336
HAMILLA HILL,Mountain / Peak / Hill,-34.2883,117.69155
HAMILTON,Place Name,-33.23434,116.06709
HAMMER HEAD,Cape / Headland / Point,-33.95807,122.57363
HAMMER HILL,Mountain / Peak / Hill,-28.54283,122.70784
HAMPTON HILL,Homestead,-30.75047,121.74955
HAMPTON PLAINS,Place Name,-30.8728,122.35266
HAMPTON TABLELAND,Place Name,-31.8233,127.62828
HAMPTON TABLELAND,Place Name,-31.78785,128.24396
HAMPTON TABLELAND,Place Name,-32.03412,126.43698
HAMPTON TABLELAND,Place Name,-31.88257,127.03766
HANCOCK RANGE,Place Name,-22.81986,119.05139
HANGING ROCK,Place Name,-35.04669,117.69796
HANGING ROCK,Mountain / Peak / Hill,-22.50438,121.67751
HANN PASS,Pass,-16.79687,124.97967
HANN PASS,Pass,-26.01094,128.22215
HANNS CAMP,Place Name,-28.57983,122.51627
HANNS JASPER HILL,Mountain / Peak / Hill,-29.42801,123.23655
HANNS TABLETOP HILL,Mountain / Peak / Hill,-27.14798,126.41989
HANOVER BAY,Bay / Inlet / Cove,-35.03354,117.87567
HANOVER BAY,Bay / Inlet / Cove,-15.25969,124.76124
HANSEN BAY,Bay / Inlet / Cove,-30.51538,115.06796
HAPPY VALLEY,Homestead,-32.88929,118.91297
HAPPY VALLEY,Place Name,-33.70119,115.6045
HARBOUR JUNCTION,Place Name,-33.31856,115.6383
HARBUTT RANGE,Place Name,-22.91168,122.82508
HARDEY JUNCTION,Place Name,-22.73103,116.13663
HARDING RANGE,Place Name,-16.26461,124.89818
HARDMAN POINT,Cape / Headland / Point,-15.00712,128.22808
HARDSTAFF POINT,Cape / Headland / Point,-16.09955,123.54903
HARDY INLET,Bay / Inlet / Cove,-34.2818,115.16834
HARDY POINT,Cape / Headland / Point,-14.9817,125.01655
HARDY SIDING,Place Name,-20.31567,119.35558
HAREWOOD,Place Name,-34.91438,117.26435
HARGREAVES HILLS,Place Name,-15.32863,128.53776
HARKNESS GORGE,Gorge,-26.8608,126.37692
HARMANS,Place Name,-33.8036,115.10717
HAROLD E HOLT NAVAL COMMUNICATION STATION,Populated Place,-21.88622,114.13265
HARRINGTON,Place Name,-33.7805,115.76423
HARRIS HILLS,Mountain / Peak / Hill,-27.73216,123.41557
HARRIS RANGE,Place Name,-16.7533,126.33172
HARRISMITH,Place Name,-32.93602,117.86079
HARTON SOUTH,Homestead,-34.97554,117.73603
HARVEY,Populated Place,-33.07988,115.89447
HARVEY ESTUARY,Bay / Inlet / Cove,-32.72388,115.69144
HARVEY RIVER FLATS,Place Name,-32.96635,115.77252
HASSELL BEACH,Beach,-34.75516,118.44946
HASTINGS,Place Name,-32.55141,116.82426
HASTYS GRAVE,Cemetery,-28.63369,118.51832
HAT POINT,Cape / Headland / Point,-13.92664,126.01044
HATTER HILL,Mountain / Peak / Hill,-32.82365,119.98145
HAUGHTON RANGE,Place Name,-18.94982,126.84969
HAWK NEST,Place Name,-28.69855,122.25285
HAWKE HILL,Mountain / Peak / Hill,-31.01094,122.13751
HAWKINS KNOB,Mountain / Peak / Hill,-25.4489,120.23164
HAWKSTONE PEAK,Mountain / Peak / Hill,-17.24443,124.44672
HAY RIVER,Place Name,-34.96584,117.46644
HAYES HILL,Mountain / Peak / Hill,-31.8485,121.70065
HAZELMERE,Place Name,-31.90285,115.99425
HAZLETT ROCKS,Place Name,-26.15236,128.9107
HEAD HILL,Mountain / Peak / Hill,-15.56561,126.42028
HEARSON,Place Name,-20.61589,116.79559
HEARSON COVE,Bay / Inlet / Cove,-20.63064,116.80196
HEARTLEA,Place Name,-34.09788,116.51157
HEDGES,Place Name,-32.16433,118.33835
HEGARTY HILL,Mountain / Peak / Hill,-34.07489,118.90213
HEIRISSON PRONG,Cape / Headland / Point,-26.15028,113.3902
HELEN HILL,Mountain / Peak / Hill,-22.77505,123.6742
HELEN HILL,Mountain / Peak / Hill,-25.48312,115.60627
HELENA HILL,Mountain / Peak / Hill,-31.94857,116.53302
HELENA VALLEY,Place Name,-31.93434,116.02418
HELL GATES,Place Name,-28.19962,119.75197
HELLES KNOLL,Mountain / Peak / Hill,-31.22224,116.30397
HELLFIRE BAY,Bay / Inlet / Cove,-34.00808,122.16527
HELLS GATE,Place Name,-18.45526,126.69851
HELPMAN ISLANDS,Place Name,-16.7199,123.61723
HEMSTEAD HILLS,Place Name,-33.60365,117.34347
HENDERSON,Place Name,-32.16388,115.79266
HENLEY BROOK,Place Name,-31.81288,116.00069
HENRI FREYCINET HARBOUR,Bay / Inlet / Cove,-26.37142,113.70316
HENRIETTA ISLANDS,Place Name,-16.41491,123.6574
HENTON PEAK,Mountain / Peak / Hill,-34.3718,117.89223
HENTY PLAINS,Place Name,-33.47921,115.63972
HERALD BAY,Bay / Inlet / Cove,-25.86419,113.12608
HERALD BAY OUTCAMP,Place Name,-25.87166,113.10926
HERALD BIGHT,Bay / Inlet / Cove,-25.60588,113.55042
HERALD BLUFF,Place Name,-25.64183,113.5869
HERALD GUT,Place Name,-25.81003,113.79419
HERALD HEIGHTS,Mountain / Peak / Hill,-25.96869,113.09573
HERALD LOOP,Place Name,-25.87957,114.14909
HERALD POINT,Cape / Headland / Point,-35.01945,118.03662
HERBERT ISLANDS,Place Name,-16.4576,123.42214
HERNDERMUNING,Place Name,-30.24923,117.71103
HERNE HILL,Place Name,-31.82873,116.02726
HERON POINT,Cape / Headland / Point,-22.2631,114.13033
HERRING BAY,Bay / Inlet / Cove,-32.1621,115.66077
HERRON POINT,Cape / Headland / Point,-32.74124,115.71109
HERSCHELL RANGE,Place Name,-30.18814,115.51318
HESTA SIDING,Place Name,-22.1935,119.0278
HESTER,Place Name,-33.90888,116.15863
HESTER HILL,Mountain / Peak / Hill,-33.92017,116.10971
HEYAN,Place Name,-30.68199,117.97232
HEYWOOD ISLANDS,Place Name,-15.34162,124.4021
HIBBERSON BLUFF,Place Name,-18.3026,126.46229
HICKEY HILLS,Mountain / Peak / Hill,-24.01296,126.65163
HICKS GAP,Place Name,-21.22875,117.25247
HICKS RANGE,Place Name,-19.2427,125.87735
HIDDEN BASIN,Place Name,-21.42231,128.61601
HIGGINS CUT,Bay / Inlet / Cove,-33.54006,115.49321
HIGGINSVILLE,Place Name,-31.74471,121.71072
HIGGINSVILLE SIDING,Place Name,-31.77638,121.70683
HIGH BLUFF,Cape / Headland / Point,-16.27616,124.38533
HIGH BLUFF,Cape / Headland / Point,-15.25677,124.68266
HIGH CLIFFY ISLANDS,Place Name,-15.91219,124.34485
HIGH HILL,Mountain / Peak / Hill,-30.44106,115.38613
HIGH PEAK,Mountain / Peak / Hill,-33.66014,115.90346
HIGH POINT,Cape / Headland / Point,-20.53722,116.68412
HIGH RANGE,Place Name,-23.70783,115.65779
HIGH RANGE,Place Name,-16.52139,124.22029
HIGH TABLE HILL,Mountain / Peak / Hill,-21.19813,117.34607
HIGHBURY,Place Name,-33.05756,117.2389
HILDAWN,Homestead,-30.33687,116.98302
HILL 60,Mountain / Peak / Hill,-33.02929,116.14261
HILL 971,Mountain / Peak / Hill,-31.30584,116.28964
HILL POINT,Cape / Headland / Point,-14.21147,126.24514
HILL SPRINGS,Homestead,-24.30618,114.5002
HILL VIEW,Homestead,-26.90385,118.83686
HILL Y,Mountain / Peak / Hill,-21.18951,121.15498
HILL Z,Mountain / Peak / Hill,-21.24398,121.11174
HILLARYS,Place Name,-31.79865,115.73292
HILLMAN,Place Name,-33.31016,116.806
HILLSIDE,Homestead,-21.72012,119.39762
HILLSIDE OUTCAMP,Place Name,-22.07995,119.30765
HILLVIEW,Homestead,-30.46611,116.75767
HINCKLEY RANGE,Place Name,-26.08217,128.85943
HINES HILL,Mountain / Peak / Hill,-31.53989,118.05316
HINES HILL,Place Name,-31.53585,118.07502
HOCKING RANGE,Place Name,-26.36031,127.44131
HODDY WELL,Place Name,-31.63544,116.47
HOFFMAN RANGE,Place Name,-27.83163,124.19401
HOFFMANS MILL,Place Name,-33.00235,116.08926
HOG BACK HILL,Mountain / Peak / Hill,-15.19193,128.08586
HOGAN GAP,Pass,-23.61772,115.55466
HOKING BAY,Bay / Inlet / Cove,-32.19072,115.66561
HOLLETON,Place Name,-31.94947,119.02411
HOLLY,Place Name,-33.79756,117.49739
HOLMANS CROSSING,Place Name,-16.76004,124.22358
HOLME PARK,Homestead,-34.10267,117.84605
HOLROYD BLUFF,Mountain / Peak / Hill,-26.85927,123.33315
HOLT ROCK,Place Name,-32.67481,119.40856
HOLYOAKE,Place Name,-32.71127,116.09057
HOME RANGE,Place Name,-18.47176,125.91742
HOME VALLEY,Homestead,-15.7236,127.82994
HONEYMOON BEACH,Place Name,-14.12616,126.68193
HOOLEY,Homestead,-21.88376,118.22047
HOOPER HILLS,Place Name,-17.86764,125.70698
HOPE CAMPBELL HILL,Mountain / Peak / Hill,-29.21018,123.23112
HOPE ISLAND,Place Name,-22.17096,114.48173
HOPE POINT,Cape / Headland / Point,-22.16548,114.45531
HOPE POINT,Cape / Headland / Point,-15.62138,124.41273
HOPE RANGE,Place Name,-25.01328,128.9162
HOPE VALLEY,Place Name,-32.20243,115.81165
HOPELAND,Place Name,-32.36392,115.90907
HOPELESS REACH,Bay / Inlet / Cove,-25.65191,113.67579
HOPES CORNER,Place Name,-22.85913,114.33082
HOPES HILL,Mountain / Peak / Hill,-31.17777,119.276
HOPETOUN,Populated Place,-33.95057,120.12635
HORRIGAN PEAK,Mountain / Peak / Hill,-21.35358,119.93722
HORROCKS,Place Name,-28.38214,114.43265
HORSE FALL ROCKS,Mountain / Peak / Hill,-28.6892,119.54354
HORSE SPRING RANGE,Place Name,-18.2583,126.01387
HORSESHOE,Place Name,-25.45514,118.5502
HORSESHOE CAVE,Place Name,-31.65556,127.43299
HORSESHOE LIGHTS,Place Name,-25.34198,118.65966
HORSESHOE RANGE,Place Name,-18.17059,126.17839
HORSETRACK RANGE,Place Name,-22.9629,121.70334
HORSEYARD BAY,Bay / Inlet / Cove,-28.46543,113.68476
HORTINS,Place Name,-35.03689,117.62463
HOSTELLERS HILLS,Mountain / Peak / Hill,-34.43956,117.96346
HOSTELLERS HILLS,Mountain / Peak / Hill,-34.43768,117.96104
HOTHAM,Place Name,-32.8038,116.32973
HOUSE BEACH,Beach,-34.3609,119.51956
HOUSE HILL,Mountain / Peak / Hill,-19.0177,124.47251
HOUSE ROOF HILL,Mountain / Peak / Hill,-15.53196,128.49268
HOVEA,Place Name,-31.87535,116.11789
HOWATHARRA,Place Name,-28.53541,114.6332
HOWES HILL,Mountain / Peak / Hill,-18.36078,124.77826
HOWICK HILL,Mountain / Peak / Hill,-33.72448,122.7516
HUANDANNING ROCK,Place Name,-31.31824,117.72098
HUBBES HILL,Mountain / Peak / Hill,-26.03582,127.31423
HUGH BLUFF,Place Name,-22.02035,117.72892
HUGH HILL,Mountain / Peak / Hill,-18.27218,126.19995
